id,sex,employment,marital,income,social1
100072,1,employed,1,49560,0
100073,1,employed,1,1000000,.10641015
100074,1,unemployed,0,25512,.5376085
100075,0,employed,0,17074,.50559586
100076,1,student,0,12108,.10271318
100077,0,unemployed,1,12582,.045696389
100078,1,employed,0,10174,.45377496
100079,0,student,1,0,.43166679
100080,1,employed,0,16501,.28014314
100081,1,employed,1,115449,.8875975
100082,1,employed,1,7954,0
100083,1,student,0,7892,.55998188
100084,1,student,0,0,.97530305
100085,1,employed,1,6512,.37399042
100086,1,employed,1,18044,0
100087,0,employed,1,13787,0
100088,1,employed,1,8305,.46631241
100089,1,unemployed,1,16153,.45521888
100090,0,employed,1,4696,.79224509
100091,0,unemployed,1,0,0
100092,0,retired,0,11937,.20760989
100093,1,employed,1,264776,.65447557
100094,1,student,0,0,.91732395
100095,1,employed,1,14234,0
100096,0,student,0,0,.89329827
100097,1,employed,1,30935,.17255077
100098,1,employed,1,208494,0
100099,1,student,0,0,.88103557
100100,1,employed,1,44569,.55027694
100101,1,retired,1,18208,.33499295
100102,1,unemployed,1,0,0
100103,1,retired,1,43278,.20391111
100104,0,employed,0,55856,.80510306
100105,0,employed,1,14406,.17333145
100106,0,employed,1,33248,0
100107,0,unemployed,1,0,.51579887
100108,1,student,0,0,0
100109,1,employed,1,22713,0
100110,0,employed,0,10361,.085540079
100111,0,employed,1,43985,.67004067
100112,0,employed,1,29526,.69442511
100113,1,student,1,0,.79747361
100114,0,unemployed,0,41214,.62960339
100115,1,employed,1,67604,.7196961
100116,0,employed,1,23683,.85680681
100117,1,employed,0,5370,.60384852
100118,1,employed,0,16681,.030143918
100119,0,employed,1,6017,0
100120,1,employed,1,9639,.51417065
100121,1,employed,1,19903,.52293187
100122,1,retired,1,16951,.1416056
100123,0,employed,0,10425,0
100124,1,employed,1,24500,.66281259
100125,1,employed,0,12492,.83093029
100126,1,employed,1,8871,0
100127,1,employed,1,7347,.12744126
100128,1,employed,1,7059,.50425208
100129,0,unemployed,1,14337,0
100130,1,employed,1,14674,.66176003
100131,0,unemployed,1,0,.14958201
100132,1,student,0,7625,.41997021
100133,1,employed,1,27424,.56058443
100134,0,employed,0,6634,.53613639
100135,1,employed,1,12745,.1896324
100136,1,unemployed,1,45956,0
100137,1,employed,1,78372,.014037974
100138,0,retired,1,6859,.20327806
100139,1,employed,0,47300,.76047009
100140,0,employed,0,25458,.58751428
100141,1,student,1,0,.99764073
100142,1,employed,1,6198,.55767369
100143,0,employed,1,19132,.92564839
100144,1,employed,1,10880,.79956722
100145,0,student,1,0,.93928182
100146,1,employed,1,10110,.54214954
100147,1,employed,1,8633,0
100148,1,employed,1,9402,.60061312
100149,1,retired,1,10499,0
100150,0,employed,1,9080,.51924348
100151,1,employed,1,5693,.33933565
100152,1,student,0,0,.86245364
100153,0,unemployed,1,22370,.7216804
100154,1,employed,1,7582,.57626796
100155,1,employed,0,20816,0
100156,1,student,0,0,.60065365
100157,1,employed,1,6975,.90960217
100158,1,unemployed,1,36602,.12343661
100159,1,employed,1,11457,0
100160,1,employed,0,6716,.68540031
100161,1,employed,1,9424,.51221663
100162,1,employed,1,11658,.54460222
100163,1,employed,0,8877,.92689294
100164,1,employed,1,17452,.23474437
100165,1,employed,1,1000000,.63142926
100166,0,employed,1,8162,.73797876
100167,1,employed,0,8404,.48861584
100168,1,employed,1,41261,.52173591
100169,1,employed,1,9044,.12647185
100170,0,retired,1,5716,.34043676
100171,0,unemployed,1,6682,.77361852
100172,1,employed,1,6667,0
100173,1,student,0,7709,.37252364
100174,1,employed,1,7394,.57381612
100175,1,employed,1,45317,.49345359
100176,0,student,0,0,.96347916
100177,0,unemployed,0,7450,.17542402
100178,1,unemployed,0,0,.52837825
100179,1,student,0,0,.79027635
100180,1,employed,0,15371,.59180212
100181,0,employed,1,15395,0
100182,1,unemployed,0,0,.83735067
100183,1,employed,0,18085,0
100184,1,retired,1,29013,.21186897
100185,1,employed,1,9797,.36078933
100186,0,employed,1,15347,.74854833
100187,1,employed,0,27497,0
100188,1,employed,1,20747,.34064114
100189,1,employed,0,13902,.65363377
100190,1,employed,1,21009,.61414582
100191,0,unemployed,0,74051,.088364407
100192,1,employed,0,7093,.81780833
100193,1,employed,1,17232,.52730531
100194,1,employed,0,8509,0
100195,1,employed,1,13245,0
100196,1,employed,1,9980,0
100197,0,employed,0,21077,.5077799
100198,1,employed,0,10528,.75338423
100199,0,unemployed,0,0,0
100200,1,employed,0,5467,0
100201,1,employed,1,10062,.58542758
100202,1,student,0,3598,.2633149
100203,1,student,0,0,.91580921
100204,1,employed,0,34612,.8101266
100205,1,employed,1,8865,0
100206,0,employed,1,73553,.74709469
100207,1,student,0,10642,.94485891
100208,1,retired,0,3613,.38166308
100209,1,student,0,2646,.39234179
100210,1,employed,0,19005,.2413331
100211,1,unemployed,0,14321,0
100212,1,student,0,0,.30271667
100213,0,student,0,0,.89791203
100214,0,employed,1,13732,.47029203
100215,0,employed,0,13058,.57384712
100216,1,employed,0,22018,.51708758
100217,0,retired,0,3667,.088468619
100218,1,employed,0,38401,.32024789
100219,1,employed,0,21900,.36867145
100220,1,employed,1,7045,.86189598
100221,0,retired,0,4294,0
100222,1,employed,0,13057,.59714013
100223,1,employed,0,23997,.6756478
100224,1,employed,1,7117,.72316682
100225,1,student,0,5431,.87480098
100226,1,employed,1,12236,0
100227,1,employed,1,8457,0
100228,1,student,0,0,.97609085
100229,1,employed,1,57407,.18632948
100230,1,employed,1,17733,.60336441
100231,1,employed,0,33548,.55898935
100232,1,employed,1,5664,0
100233,0,employed,1,47492,0
100234,0,retired,1,34059,.12679376
100235,1,employed,1,12781,.23343146
100236,1,employed,1,8134,.71952981
100237,1,student,0,0,.95451736
100238,1,retired,0,6229,.080657229
100239,1,retired,1,6060,.14124703
100240,0,employed,1,5707,.55154562
100241,1,employed,1,18307,.5438894
100242,1,employed,1,11115,.82109547
100243,1,employed,0,18671,.33107758
100244,0,employed,1,8706,.68419254
100245,1,employed,1,10344,.59244889
100246,1,retired,0,5454,.045116045
100247,1,employed,0,10754,.36005518
100248,1,employed,1,11258,.88894707
100249,1,employed,1,8567,0
100250,0,employed,1,328019,.59875435
100251,1,unemployed,0,0,.50393981
100252,1,employed,1,55206,.57803464
100253,0,employed,0,5703,.12251444
100254,1,employed,1,10011,.40167224
100255,1,student,0,0,.8708505
100256,0,employed,1,4950,.60695797
100257,1,employed,1,11900,.90685207
100258,1,employed,1,10646,0
100259,0,employed,0,80323,.3245329
100260,1,retired,1,5246,.32729
100261,1,student,0,0,.97035539
100262,1,employed,1,23940,.86190397
100263,0,retired,0,816,0
100264,0,employed,0,11340,0
100265,1,employed,0,12543,.10690817
100266,0,unemployed,1,0,.56617409
100267,0,employed,0,9577,.80630523
100268,1,employed,1,17442,.2654396
100269,1,retired,0,9247,0
100270,1,employed,1,6286,.65442288
100271,1,employed,1,7673,.52540731
100272,0,employed,0,10743,0
100273,1,unemployed,1,6567,0
100274,0,employed,1,29082,.73296702
100275,1,employed,0,13016,.51171386
100276,0,unemployed,1,8099,0
100277,1,retired,1,3852,.2254999
100278,1,employed,1,5255,.40436539
100279,0,unemployed,1,0,0
100280,1,unemployed,0,8505,.2202936
100281,1,employed,0,8286,.60672897
100282,0,employed,1,7807,0
100283,0,student,0,106090,.39777976
100284,1,student,0,0,.87714499
100285,1,employed,1,26586,.78201067
100286,1,employed,0,9016,.15404053
100287,1,employed,1,7180,.69096833
100288,1,employed,1,6770,.6750201
100289,1,student,0,17592,.81026024
100290,0,employed,1,7995,0
100291,0,employed,1,5627,0
100292,1,student,0,0,.91062701
100293,0,retired,1,2126,.16776833
100294,0,employed,1,28187,.70751309
100295,0,retired,0,22361,.316122
100296,1,employed,0,6603,0
100297,1,retired,0,18529,.35073003
100298,1,unemployed,1,6760,.53296858
100299,1,employed,1,15058,.15658841
100300,0,employed,1,6738,.76858521
100301,1,student,0,7933,.86241663
100302,0,employed,1,8071,0
100303,1,employed,1,10512,.66200382
100304,1,student,1,6987,.91928852
100305,1,student,0,9218,.017385779
100306,1,employed,1,7450,.78930312
100307,1,retired,1,14724,0
100308,1,retired,0,11302,0
100309,1,student,0,0,.916789
100310,1,student,0,6254,.98013777
100311,1,employed,1,22986,.80807114
100312,0,employed,1,5826,.72586471
100313,1,employed,1,15784,0
100314,1,employed,0,7101,.87777537
100315,0,employed,1,4705,0
100316,0,student,0,6229,.68004632
100317,0,employed,0,6048,.52129686
100318,1,employed,0,17207,.67288816
100319,1,student,0,34501,.0073064081
100320,1,employed,1,9448,0
100321,0,student,1,19462,.87054586
100322,1,employed,1,8331,0
100323,1,employed,1,222016,0
100324,1,retired,1,11338,0
100325,1,employed,1,6496,.52881491
100326,0,employed,1,16603,.54204929
100327,1,employed,1,161394,.75631791
100328,1,employed,1,14268,.3710337
100329,1,employed,1,13890,.74011648
100330,1,employed,1,14830,.41891509
100331,0,student,0,0,.85672176
100332,0,employed,1,118676,.73649144
100333,1,employed,1,27891,.54545277
100334,1,employed,1,6149,.84183109
100335,1,unemployed,1,8554,.73297209
100336,1,employed,1,30628,.63605028
100337,1,employed,1,71815,.653157
100338,1,employed,1,7279,.58521914
100339,1,employed,1,6220,.86033994
100340,1,employed,0,11319,.55028915
100341,1,employed,1,16289,.54773778
100342,1,employed,1,15037,.59742397
100343,1,student,0,12863,.59574544
100344,1,employed,1,27886,0
100345,1,employed,1,7993,.57368231
100346,1,employed,1,10855,.88508427
100347,1,employed,0,16487,.68160284
100348,1,unemployed,1,28597,.13857241
100349,1,employed,1,50458,.8789643
100350,0,employed,0,9776,.56072998
100351,1,student,0,0,.84127653
100352,0,employed,0,55070,.29510915
100353,1,employed,0,9360,0
100354,1,employed,0,8523,.52267164
100355,0,employed,0,12648,.06119284
100356,1,unemployed,1,0,.7060433
100357,1,employed,1,11861,.12949166
100358,1,employed,1,37887,.56395352
100359,1,employed,1,112740,.66306287
100360,1,employed,1,13439,.65108675
100361,0,employed,1,7023,.39953706
100362,1,retired,1,8919,.29631147
100363,1,employed,0,12643,0
100364,1,employed,0,21570,.54801768
100365,1,student,0,2708,.95684814
100366,1,student,1,0,.8517822
100367,1,employed,1,78176,0
100368,1,student,0,0,.89134336
100369,0,employed,1,64777,.014999344
100370,1,employed,1,49579,.23287064
100371,1,employed,0,9103,.19086935
100372,1,student,0,14401,.50351137
100373,1,employed,1,7151,.1675545
100374,0,employed,1,26343,.96551049
100375,0,employed,1,7388,.68244243
100376,0,unemployed,0,0,.50790894
100377,0,unemployed,1,0,0
100378,1,student,0,0,.85792059
100379,0,unemployed,1,0,.52678365
100380,1,employed,1,5998,.087186389
100381,1,employed,0,5966,.56580216
100382,1,unemployed,0,0,.048154194
100383,0,employed,0,10356,.94712406
100384,1,employed,0,12372,.69509643
100385,0,unemployed,1,0,.26269713
100386,0,retired,1,1431,.23367496
100387,1,employed,0,17671,0
100388,1,unemployed,0,9775,.47575733
100389,1,employed,0,176197,.5325129
100390,1,unemployed,1,6473,0
100391,0,unemployed,0,69719,.32127237
100392,1,employed,1,18606,0
100393,1,retired,0,6000,0
100394,0,unemployed,0,8129,.6250205
100395,0,employed,1,4721,0
100396,0,employed,1,36404,.60591793
100397,1,student,0,0,.99642015
100398,1,student,0,30299,.87198043
100399,1,unemployed,0,0,.79423511
100400,1,employed,1,11921,.61723524
100401,1,employed,1,39999,.59387118
100402,1,unemployed,1,0,0
100403,0,student,0,0,.9422121
100404,0,employed,1,5340,.74739254
100405,1,employed,1,11197,.73403907
100406,1,employed,1,11632,.18006304
100407,1,student,0,0,0
100408,1,unemployed,1,0,.17903022
100409,1,employed,0,12255,.22573005
100410,1,employed,1,14064,0
100411,1,employed,0,8125,.56467044
100412,1,student,0,0,.83903176
100413,1,retired,1,24029,0
100414,1,employed,1,8866,.5688985
100415,0,employed,0,10173,0
100416,1,employed,0,20723,.23112294
100417,1,employed,0,15807,.60735536
100418,1,employed,1,26017,.3829143
100419,1,employed,1,12408,.86701578
100420,1,employed,0,12873,.70506847
100421,1,employed,1,29751,.77454478
100422,1,retired,0,4121,.28027511
100423,1,employed,0,5313,.75394952
100424,0,employed,0,6381,.1848273
100425,1,employed,0,17389,.50218487
100426,0,employed,1,16530,.28503394
100427,1,employed,1,9600,.98363179
100428,1,employed,0,9645,0
100429,1,employed,1,5511,.39466441
100430,1,employed,1,50212,.71918654
100431,1,employed,1,7325,.63309795
100432,1,unemployed,1,10673,.28517836
100433,0,unemployed,0,10474,.31658226
100434,1,employed,1,9892,.53570253
100435,0,student,0,4033,.91767091
100436,0,employed,1,7326,0
100437,1,student,0,0,.99861908
100438,1,employed,1,10869,.024055554
100439,0,student,0,46710,.39533591
100440,1,retired,1,5243,.271424
100441,1,employed,1,14319,.68817997
100442,1,employed,0,10943,.64652133
100443,1,employed,1,92758,0
100444,1,employed,0,18426,.35695702
100445,0,retired,1,7742,.23112369
100446,1,employed,0,9015,.15257066
100447,1,employed,0,14224,.53801328
100448,1,employed,1,5615,.61403662
100449,0,employed,0,25826,0
100450,1,employed,1,22594,.70373613
100451,0,employed,0,8044,.54938453
100452,0,student,0,0,.85917413
100453,0,student,0,0,.95715404
100454,1,employed,1,9182,.59740543
100455,1,student,0,14147,.83738238
100456,1,employed,0,28473,0
100457,0,student,0,3094,.54000938
100458,1,retired,1,35701,0
100459,1,student,0,0,.86645651
100460,1,unemployed,1,0,.72413445
100461,1,unemployed,1,0,.56986195
100462,0,employed,1,5505,.15846507
100463,0,retired,1,3678,0
100464,1,employed,1,13909,.31571543
100465,1,employed,1,6417,.60226184
100466,0,student,1,13146,.76720911
100467,1,employed,1,11218,.19625942
100468,0,student,0,0,.87094223
100469,0,employed,1,8660,.077280343
100470,1,student,0,0,.90005374
100471,1,student,0,0,.87279093
100472,1,employed,1,7894,.68537289
100473,1,employed,1,13772,.022391707
100474,1,employed,1,14532,.2516351
100475,0,student,0,6480,.91711807
100476,0,unemployed,1,6035,.50969577
100477,1,employed,1,22428,.11159706
100478,1,employed,1,54423,.12381887
100479,1,employed,1,59619,0
100480,1,employed,0,20187,.40012828
100481,0,student,0,35943,.96870607
100482,1,employed,1,7525,.5013212
100483,0,student,0,0,.60619348
100484,0,employed,1,4796,.055982038
100485,1,employed,0,7138,.68736029
100486,1,retired,0,4226,0
100487,1,unemployed,1,0,.45908946
100488,1,unemployed,1,0,0
100489,1,employed,1,12785,.21933229
100490,0,unemployed,0,0,.0254487
100491,1,employed,1,21029,0
100492,1,employed,0,80358,0
100493,1,student,0,0,.1335995
100494,1,student,1,0,.90268612
100495,1,employed,1,10136,.55212992
100496,1,employed,0,43575,.17947096
100497,1,employed,1,8359,.51585597
100498,1,employed,1,53400,.52387083
100499,0,unemployed,1,11938,.77728879
100500,1,employed,0,8727,.91786695
100501,1,employed,1,15789,.66941053
100502,1,employed,1,15538,.53516352
100503,1,employed,1,6601,0
100504,1,employed,1,21328,0
100505,1,retired,1,4831,0
100506,1,employed,1,209636,.61377758
100507,1,retired,1,4832,.28637916
100508,1,student,0,0,.1950427
100509,1,employed,1,14256,0
100510,0,student,0,0,.88195997
100511,1,employed,1,38442,0
100512,0,employed,1,8110,.94757277
100513,1,employed,1,27318,0
100514,1,employed,0,27403,.19130839
100515,0,employed,1,4216,.020971758
100516,1,employed,1,170090,.61453849
100517,1,employed,0,54124,.46499714
100518,0,employed,1,7490,.61540145
100519,1,employed,1,10724,.75353134
100520,1,student,0,83185,.76441586
100521,1,employed,1,15566,.023617305
100522,0,employed,0,19907,.15426272
100523,1,student,0,0,.97762561
100524,0,employed,1,17797,.0072529884
100525,0,employed,1,17141,0
100526,1,employed,1,7271,.52299154
100527,1,employed,0,36200,.58497316
100528,1,employed,0,27387,.59288812
100529,1,employed,1,9858,.64873368
100530,1,employed,0,8295,.6466893
100531,0,employed,0,10221,.052899186
100532,1,student,0,27161,.76936811
100533,1,employed,1,57870,0
100534,1,employed,0,11156,0
100535,1,employed,0,7132,0
100536,0,employed,1,6594,0
100537,1,employed,1,10971,.027034121
100538,1,employed,1,140672,.61562937
100539,0,employed,1,5090,.8227759
100540,1,employed,1,10082,.39918396
100541,1,unemployed,1,0,.16278923
100542,1,employed,1,47819,.74372137
100543,1,retired,1,4320,.24683268
100544,1,employed,1,13841,.83280212
100545,0,employed,1,8786,0
100546,1,employed,0,5479,0
100547,1,employed,1,9203,.56299937
100548,1,employed,1,7323,.48299509
100549,1,student,0,12662,.69297916
100550,0,unemployed,1,11472,.1230538
100551,1,employed,1,8334,.29003471
100552,0,unemployed,1,0,.36649325
100553,1,retired,0,5667,0
100554,1,student,0,17553,.71741009
100555,0,unemployed,1,8168,.46179682
100556,1,employed,1,13709,.51120305
100557,1,employed,0,25385,.35168689
100558,1,employed,0,12784,.66556984
100559,1,retired,0,29290,.25148135
100560,1,employed,1,7794,.41508487
100561,1,unemployed,1,8612,.76214612
100562,1,student,0,0,.90354246
100563,1,student,0,0,.92942148
100564,1,employed,1,169095,.86071289
100565,1,employed,1,17939,.29680273
100566,1,employed,1,11375,.014676412
100567,1,retired,1,8349,.33135587
100568,1,unemployed,1,13534,.57509625
100569,0,unemployed,0,5943,0
100570,1,employed,0,33163,.67815942
100571,1,unemployed,1,0,0
100572,1,employed,1,6734,.12921029
100573,0,employed,0,38739,.56130576
100574,1,student,0,0,.80251777
100575,1,employed,1,16473,.041986216
100576,0,employed,1,9917,.85864598
100577,1,student,0,0,0
100578,1,employed,0,14030,.8551721
100579,1,employed,1,7424,.45099035
100580,1,employed,1,26421,.6369791
100581,0,employed,1,11117,.38869178
100582,1,employed,1,6804,.87111384
100583,0,retired,1,11034,.23815282
100584,1,employed,1,15757,.5652563
100585,1,employed,1,5472,.423273
100586,1,employed,0,6082,0
100587,1,student,0,0,.93841994
100588,1,employed,1,9543,.79759294
100589,1,retired,0,658,.017430548
100590,0,retired,0,4474,.12987332
100591,1,employed,1,18225,.2611129
100592,1,employed,1,26706,.8953433
100593,0,student,0,0,.67499888
100594,1,employed,0,8415,.88158268
100595,1,employed,1,6926,.88119221
100596,1,retired,1,11073,.059675284
100597,1,employed,1,9264,.50908977
100598,0,employed,0,7809,.018686641
100599,1,student,0,0,.73752421
100600,1,student,0,0,0
100601,1,unemployed,1,24876,.4289501
100602,1,student,1,0,.85755581
100603,1,employed,1,7391,0
100604,1,student,0,0,.89831436
100605,0,employed,1,4669,.64251041
100606,0,unemployed,1,0,.75320864
100607,0,employed,0,11839,0
100608,1,employed,1,161067,0
100609,1,employed,0,8075,0
100610,1,employed,0,8487,.66007715
100611,1,student,0,0,.89542091
100612,1,employed,1,8964,.12781709
100613,0,employed,1,4586,.59068495
100614,1,employed,1,27295,.10456663
100615,1,employed,1,7879,.31045783
100616,1,unemployed,0,13358,.71455073
100617,1,employed,1,70687,.53386861
100618,0,unemployed,0,0,0
100619,1,employed,1,12337,0
100620,1,employed,1,8951,.61545587
100621,1,employed,1,10505,0
100622,0,employed,0,42942,.74830258
100623,1,student,0,0,0
100624,0,employed,0,28936,.79229808
100625,1,unemployed,1,20400,.7330448
100626,0,student,0,0,0
100627,1,student,0,0,.87417728
100628,1,unemployed,0,16581,.18073022
100629,1,employed,1,6595,0
100630,0,employed,1,8898,.32386869
100631,1,employed,0,15877,.59283584
100632,1,employed,1,19395,.64783198
100633,1,unemployed,1,5824,.8932271
100634,0,employed,1,92315,.83998793
100635,1,student,0,0,.66040212
100636,0,employed,0,20839,0
100637,1,employed,1,5267,.32787973
100638,1,student,0,39584,.14070031
100639,1,retired,0,5998,0
100640,0,employed,1,79248,.64375567
100641,1,employed,1,26606,.51041621
100642,1,employed,1,13455,.66305077
100643,1,student,0,0,.90559012
100644,1,employed,1,160121,.74543673
100645,1,unemployed,1,33743,.6604479
100646,1,employed,0,549501,.34965485
100647,1,employed,0,87754,0
100648,0,student,0,4894,.13654985
100649,1,employed,1,30610,0
100650,1,employed,1,9626,.51777905
100651,1,student,0,0,.79622686
100652,1,employed,1,30619,.63981599
100653,1,employed,1,8981,.08829885
100654,1,employed,1,24974,0
100655,1,unemployed,1,5800,.69304913
100656,1,employed,0,38131,.98988491
100657,1,retired,1,4695,.15174027
100658,1,retired,0,5078,.30172724
100659,1,employed,0,8063,.060617387
100660,0,retired,0,1987,0
100661,1,employed,1,6629,0
100662,0,unemployed,1,0,.77304715
100663,1,employed,1,11472,.25371382
100664,0,employed,1,5146,.6047079
100665,1,employed,0,30058,.54566669
100666,1,employed,0,14584,.51782954
100667,1,employed,0,12238,.57856858
100668,0,employed,1,10530,.10080663
100669,0,employed,1,7199,.40328944
100670,0,unemployed,1,17609,.25948882
100671,1,employed,1,9968,.68154991
100672,1,employed,0,21880,.27989087
100673,1,employed,1,5444,.61435598
100674,0,employed,1,4947,.32600453
100675,1,retired,0,3980,.24125433
100676,1,employed,0,66542,.68908125
100677,1,retired,1,7149,0
100678,1,student,0,20779,.50819474
100679,1,employed,0,12021,.52214873
100680,0,unemployed,0,0,.60521197
100681,0,student,0,0,.94867104
100682,1,employed,1,9262,.20234679
100683,0,employed,1,13815,.59308928
100684,0,retired,1,6172,.34387857
100685,1,employed,0,9652,.52088386
100686,0,employed,1,59799,0
100687,1,employed,1,8963,.67024136
100688,1,employed,1,5726,.93450165
100689,1,employed,1,9399,.77630746
100690,1,retired,1,11523,.17899889
100691,0,student,0,3775,.77521342
100692,1,employed,1,8524,.94801849
100693,1,employed,1,13469,.39478102
100694,1,employed,0,8514,.59716129
100695,1,employed,1,9906,.71156108
100696,1,student,0,4362,.81775969
100697,0,retired,1,3482,0
100698,1,employed,1,8037,.51507729
100699,0,employed,1,12634,.040958978
100700,0,unemployed,1,8701,.86234659
100701,1,employed,0,7832,0
100702,1,unemployed,1,0,.56744176
100703,0,employed,0,19130,.5640626
100704,1,retired,1,4609,.083064631
100705,0,employed,1,9183,.65039951
100706,0,retired,1,7005,.2832298
100707,1,employed,1,30393,.16596068
100708,1,employed,1,8009,0
100709,1,employed,0,19961,.81313318
100710,1,retired,1,2848,.050715946
100711,0,unemployed,1,0,.62815362
100712,1,student,0,4712,.8717317
100713,1,employed,1,14772,.17599344
100714,1,employed,1,14471,.55760401
100715,1,student,0,0,.39868465
100716,0,retired,0,7573,.21174479
100717,1,retired,1,5344,.23862842
100718,1,retired,1,3866,.15167305
100719,0,unemployed,0,18852,.59123832
100720,1,unemployed,0,0,0
100721,1,employed,0,5646,0
100722,0,employed,0,8500,.57569987
100723,1,employed,1,13934,0
100724,0,employed,1,6543,.81679982
100725,1,unemployed,0,7419,.62577564
100726,1,retired,1,3786,.30631903
100727,1,student,0,0,.77640337
100728,0,student,0,0,.73638928
100729,1,employed,1,30534,.50854754
100730,0,unemployed,1,19992,0
100731,1,employed,1,51050,.76990378
100732,0,employed,1,5930,0
100733,1,employed,1,7559,0
100734,1,retired,0,11193,.20230213
100735,0,unemployed,1,28809,.26740506
100736,1,student,0,0,0
100737,1,student,1,0,.85246938
100738,1,employed,1,8041,.97550333
100739,1,employed,1,11788,.17976211
100740,1,student,0,3397,0
100741,1,employed,1,19553,.51084501
100742,1,student,0,0,.41675007
100743,1,retired,0,6899,.2815564
100744,0,employed,1,7477,0
100745,0,employed,1,9161,.24091947
100746,0,employed,0,7985,.22996311
100747,1,employed,1,74195,.60365516
100748,0,unemployed,1,0,.65898675
100749,1,employed,1,6539,.60838008
100750,0,retired,1,4943,.24299569
100751,1,employed,1,9623,.48011374
100752,1,student,0,26018,.23187095
100753,0,employed,1,6081,.63973153
100754,1,employed,1,6705,.37021536
100755,1,employed,1,21221,.50946879
100756,1,employed,1,33755,.9995864
100757,0,employed,0,10033,0
100758,0,employed,0,9090,.15935363
100759,1,unemployed,0,0,.54125059
100760,1,employed,0,5635,.59388208
100761,1,employed,1,10872,.58926111
100762,1,retired,0,6810,0
100763,1,student,0,0,.883766
100764,0,student,0,0,0
100765,1,employed,1,29529,0
100766,1,employed,1,10918,.58759993
100767,1,student,0,68284,.99576557
100768,0,employed,1,41225,0
100769,1,employed,1,26869,.74883413
100770,1,employed,1,8133,0
100771,0,student,0,0,.90653348
100772,1,employed,1,73625,0
100773,1,student,0,0,.48533908
100774,1,student,0,0,.82208586
100775,1,employed,1,9942,0
100776,0,unemployed,1,0,.80788243
100777,1,employed,1,7687,0
100778,1,employed,1,9345,.17939949
100779,1,employed,1,20472,0
100780,1,retired,1,5150,.37334439
100781,1,employed,1,9290,.89177382
100782,1,employed,1,16886,.52482551
100783,1,unemployed,1,0,.057781167
100784,0,student,0,18654,0
100785,1,student,0,0,.94753605
100786,1,employed,1,17315,.67688876
100787,0,student,0,0,.015596423
100788,0,employed,1,16014,0
100789,1,employed,1,40966,.61672962
100790,1,employed,0,7285,.92564172
100791,1,unemployed,0,0,.61218375
100792,1,employed,1,13196,.69146055
100793,0,employed,1,11897,.22398637
100794,1,retired,1,4650,0
100795,1,employed,1,20619,.90071952
100796,1,employed,1,5855,.086983316
100797,1,employed,1,14861,.97093219
100798,1,employed,1,12208,.90256834
100799,1,student,0,0,.81103569
100800,1,student,0,0,.48262209
100801,1,employed,1,15413,.88599342
100802,1,employed,1,6034,0
100803,0,employed,1,36964,.94917959
100804,1,unemployed,1,0,.55205947
100805,1,unemployed,1,0,.5903641
100806,1,student,0,1675,.77249509
100807,1,unemployed,1,0,.25841126
